hotel_id,address,name,description,website_url,latitude,longitude,city_id,rating_location,rating_sleep,rating_rooms,rating_service,rating_value,rating_cleanliness,tripadvisor_price_level,amenities,cluster
1097,"Massenbergstr. 19-21, 44787 Bochum, North Rhine-Westphalia Germany",Mercure Hotel Bochum City,"Just steps from Bochum Central Station, the Mercure Hotel Bochum City. The two modern high-rise towers of the hotel is an architectural highlight of the city to the upper floors open up a spectacular view of the Ruhrgebiet metropolis. The gloss just what it promises: The Mercure Bochum City is the only 4 -star hotel in the center of Bochum. All 162 comfortable rooms are air-conditioned and have Wi - Fi. Secure parking in the hotel garage. The hotel has a sauna and fitness area for recreation, as well as varied cuisine in unique TwinT Restaurant and the Bar. Here guests are treated to international specialties, light snacks and refreshing drinks. With our large selection of meeting rooms in Bochum, we can realize a wide variety of conference and event schedules. A wonderful view of the city, daylight lighting, state of the art technology and a dedicated team meet high requirements.",https://www.tripadvisor.com/Hotel_Review-g187369-d217041-Reviews-Mercure_Hotel_Bochum_City-Bochum_North_Rhine_Westphalia.html?m=66827,51.480167,7.2235,102,4.5,4.0,4.0,4.0,4.0,4.5,2.0,"['Restaurant', 'Room service', 'Bar/Lounge', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'English', 'Paid Public Parking Nearby', 'Paid Public Parking On-site', 'Pets Allowed', 'Public Wifi', 'Fitness center', 'Sauna', 'Electric vehicle charging station', 'Allergy-free Room', 'Blackout Curtains', 'Bottled Water', 'Breakfast in the Room', 'Bridal Suite', 'Cable / Satellite TV', 'Coffee / Tea Maker', 'Desk', 'First Aid Kit', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Highchairs Available', 'Interconnected room(s) available', 'Iron', 'Outdoor Fireplace', 'Parking Garage', 'Private Bathrooms', 'Paid Private Parking On-site', 'Radio', 'Secured Parking', 'Soundproof Rooms', 'Special Diet Menus', 'Taxi Service', 'Telephone', 'Umbrella', 'Vending Machine', 'Wake Up Service / Alarm Clock', 'Wardrobe / Closet', 'Wine / Champagne']",6
1098,"Westring 35, 44787 Bochum, North Rhine-Westphalia Germany",Hotel Ostmeier,"Everyone needs a place to lay their weary head. For travelers visiting Bochum, Hotel Ostmeier is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants, Hotel Ostmeier makes it easy to enjoy the best of Bochum.
Rooms at Hotel Ostmeier offer air conditioning, a refrigerator, and a minibar providing exceptional comfort and convenience, and guests can go online with free wifi.
Newspaper is one of the conveniences offered at this hotel. A pool and an on-site restaurant will also help to make your stay even more special. If you are driving to Hotel Ostmeier, there is paid private parking available on-site.
Close to Anneliese Brost Musikforum (0.3 mi), a popular Bochum landmark, Hotel Ostmeier is a great destination for tourists.
While in Bochum, you may want to check out some of the restaurants that are a short walk away from Hotel Ostmeier, including Momo's (1.0 mi), Beef & Burger (0.4 mi), and Yamas meze restaurant & weinbar (0.4 mi).
If you’re looking for things to do, you can check out Stadtarchiv Bochum, which is a popular history museum amongst tourists.
Whether you’re traveling for business, pleasure or both, Hotel Ostmeier is sure to make your visit to Bochum one worth remembering.
",https://www.tripadvisor.com/Hotel_Review-g187369-d679404-Reviews-Hotel_Ostmeier-Bochum_North_Rhine_Westphalia.html?m=66827,51.48239,7.21194,102,4.5,4.0,4.0,4.5,4.0,4.5,2.0,"['Pool', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Breakfast Buffet', 'Indoor pool', 'Kids Activities', 'Shuttle Bus Service', 'Wheelchair access', 'Restaurant', 'Bar/Lounge', 'Pets Allowed', 'Kitchenette', 'Spa', 'Airport transportation', 'Public Wifi', 'Dry Cleaning', 'Business center', 'Fitness center', 'Air conditioning', 'Family Rooms', 'Smoking rooms available', 'Refrigerator in room', 'Minibar', 'Babysitting', 'Non-smoking hotel', 'Parking', 'Housekeeping', 'Sauna', 'Bath / Shower', 'English', 'German', 'Hair Dryer', 'Newspaper', 'Paid Private Parking On-site', 'Shoeshine', 'Soundproof Rooms', 'Telephone', 'Wake Up Service / Alarm Clock']",6
1099,"Auf dem Aspei 70, 44801 Bochum, North Rhine-Westphalia Germany",Hotel Schmerkoetter,,https://www.tripadvisor.com/Hotel_Review-g187369-d624838-Reviews-Hotel_Schmerkoetter-Bochum_North_Rhine_Westphalia.html?m=66827,51.45398,7.26762,102,5.0,4.5,4.5,4.5,4.5,4.5,1.0,"['Free parking', 'Free Wifi', 'Dry Cleaning', 'Non-smoking rooms', 'Non-smoking hotel', 'Safe', 'Bath / Shower', 'Internet', 'Free Internet', 'Wifi', 'Refrigerator in room', 'Flatscreen TV', 'English', 'German', 'Hair Dryer']",6
1100,"Neulingstr. 42, 44795 Bochum, North Rhine-Westphalia Germany",Zum Neuling Hotel-Restaurant,"Finding an ideal romantic hotel in Bochum does not have to be difficult. Welcome to Zum Neuling Hotel-Restaurant, a nice option for travelers like you.
Nearby landmarks such as Dorfkirche Stiepel (2.1 mi) and Anneliese Brost Musikforum (2.7 mi) make Zum Neuling Hotel-Restaurant a great place to stay when visiting Bochum.
The rooms offer a desk, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Zum Neuling Hotel-Restaurant features room service, baggage storage, and express check-in and check-out. In addition, as a valued Zum Neuling Hotel-Restaurant guest, you can enjoy a pool and a lounge that are available on-site.
While staying at Zum Neuling Hotel-Restaurant, you may want to check out Imlee - Indisches Restaurant Bochum (1.1 mi) which is a short walk away.
If you’re looking for things to do, you can check out Museum unter Tage - MuT (0.9 mi) or Galerie m Bochum (0.8 mi), which are popular attractions amongst tourists, and they are all within walking distance.
Zum Neuling Hotel-Restaurant looks forward to welcoming you on your visit to Bochum.
",https://www.tripadvisor.com/Hotel_Review-g187369-d679589-Reviews-Zum_Neuling_Hotel_Restaurant-Bochum_North_Rhine_Westphalia.html?m=66827,51.43992,7.20488,102,4.5,4.0,4.0,5.0,4.5,5.0,2.0,"['Pool', 'Internet', 'Room service', 'Free Internet', 'Restaurant', 'Bar/Lounge', 'Wifi', 'Public Wifi', 'Free Wifi', 'Golf course', 'Non-smoking rooms', 'Laundry Service', 'Non-smoking hotel', 'Safe', 'Baggage Storage', 'Bath / Shower', 'Bridal Suite', 'Express Check-in / Check-out', 'Desk', 'English', 'German', 'Hair Dryer', 'Hiking', 'Iron', 'Ironing Service', 'Newspaper', 'Shoeshine', 'Special Diet Menus']",6
1101,"Massenbergstr. 19-21, 44787 Bochum, North Rhine-Westphalia Germany",Mercure Hotel Bochum City,"Just steps from Bochum Central Station, the Mercure Hotel Bochum City. The two modern high-rise towers of the hotel is an architectural highlight of the city to the upper floors open up a spectacular view of the Ruhrgebiet metropolis. The gloss just what it promises: The Mercure Bochum City is the only 4 -star hotel in the center of Bochum. All 162 comfortable rooms are air-conditioned and have Wi - Fi. Secure parking in the hotel garage. The hotel has a sauna and fitness area for recreation, as well as varied cuisine in unique TwinT Restaurant and the Bar. Here guests are treated to international specialties, light snacks and refreshing drinks. With our large selection of meeting rooms in Bochum, we can realize a wide variety of conference and event schedules. A wonderful view of the city, daylight lighting, state of the art technology and a dedicated team meet high requirements.",https://www.tripadvisor.com/Hotel_Review-g187369-d217041-Reviews-Mercure_Hotel_Bochum_City-Bochum_North_Rhine_Westphalia.html?m=66827,51.480167,7.2235,102,4.5,4.0,4.0,4.0,4.0,4.5,2.0,"['Restaurant', 'Room service', 'Bar/Lounge', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Air conditioning', 'Multilingual Staff', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Parking', 'Facilities for Disabled Guests', 'Housekeeping', 'Baggage Storage', 'Bath / Shower', 'English', 'Paid Public Parking Nearby', 'Paid Public Parking On-site', 'Pets Allowed', 'Public Wifi', 'Fitness center', 'Sauna', 'Electric vehicle charging station', 'Allergy-free Room', 'Blackout Curtains', 'Bottled Water', 'Breakfast in the Room', 'Bridal Suite', 'Cable / Satellite TV', 'Coffee / Tea Maker', 'Desk', 'First Aid Kit', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Highchairs Available', 'Interconnected room(s) available', 'Iron', 'Outdoor Fireplace', 'Parking Garage', 'Private Bathrooms', 'Paid Private Parking On-site', 'Radio', 'Secured Parking', 'Soundproof Rooms', 'Special Diet Menus', 'Taxi Service', 'Telephone', 'Umbrella', 'Vending Machine', 'Wake Up Service / Alarm Clock', 'Wardrobe / Closet', 'Wine / Champagne']",6
1102,"Rheinstrasse 45-49, 53179 Bonn, North Rhine-Westphalia Germany",Rheinhotel Dreesen,"When you peer out your hotel room window overlooking the Rhine, you will see more than a river. From time immemorial, the Rhine has been a place of yearning, of history, of ideas, and most of all at the Rheinhotel Dreesen, it is a place brimming with hospitality. Where Charlie Chaplin and Konrad Adenauer once checked in, we continue to greet esteemed guests from all over the world. They are here to experience the unique landscape surrounding the blue waters of the Rhine, along with the historic and cultural centre of Bonn and the natural beauty all around. Our hotel is the ideal location to relax and enjoy your time between outings, whether to museums, concerts, or cycling tours. Attentive service, charming rooms, and a restaurant for connoisseurs, along with our enchanting chestnut-shaded “Kastaniengarten” restaurant by the river: we are here to fulfil your every wish. Come and discover it for yourself.",https://www.tripadvisor.com/Hotel_Review-g187370-d231120-Reviews-Rheinhotel_Dreesen-Bonn_North_Rhine_Westphalia.html?m=66827,50.68363,7.175652,103,4.5,4.5,4.0,4.5,4.0,4.5,2.0,"['Restaurant', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Room service', 'Free parking', 'Suites', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Minibar', 'Conference Facilities', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Private Balcony', 'Breakfast Available', 'Baggage Storage', 'Bicycle Rental', 'Bottled Water', 'Breakfast in the Room', ""Children's Television Networks"", 'Desk', 'English', 'Complimentary Toiletries', 'German', 'Hair Dryer', 'Street Parking', 'Pets Allowed', 'Business center', 'Parking', 'Currency Exchange', '24-Hour Front Desk', 'Ironing Service', ""Kids' Outdoor Play Equipment"", 'Newspaper', 'Parking Garage', 'Shoeshine', 'Special Diet Menus', 'Telephone', 'Wine / Champagne']",6
1103,"Kaiserplatz 11 Südstadt, 53113 Bonn, North Rhine-Westphalia Germany",Centro Hotel Residence,"Charme and Style are the words encapsulating the ever popular Gunnewig Hotel Residence. This hotel is ideally situated in the city centre of Bonn, at the Kaiserplatz. The pedestrian mall with its shopping centres, the main train station, airport bus station and Bonn University are all within comfortable walking distance.The exterior as well as the interior architecture of the hotel emphasizes a harmonious ambience. The reception hall offers a wonderful contrast of pure white marble and noble maple wood panels.",https://www.tripadvisor.com/Hotel_Review-g187370-d228306-Reviews-Centro_Hotel_Residence-Bonn_North_Rhine_Westphalia.html?m=66827,50.731377,7.101015,103,4.5,3.5,3.0,4.0,3.0,4.0,2.0,"['Meeting rooms', 'Non-smoking rooms', 'Business center', 'Internet', 'Free Internet', 'Wifi', 'Public Wifi', 'Free Wifi', 'Laundry Service', 'Multilingual Staff', 'Conference Facilities', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Baggage Storage', 'English', '24-Hour Front Desk', 'German', 'Pool', 'Suites', 'Banquet Room', 'Parking', 'Sauna', 'Breakfast in the Room', 'Currency Exchange', 'Newspaper', 'Paid Private Parking On-site', 'Salon', 'Shoeshine', 'Soundproof Rooms']",31
1104,"Thomas-Mann-Str. 7-9 Innenstadt, 53111 Bonn, North Rhine-Westphalia Germany",Hotel Europa,"Hotel Europa is an excellent choice for travelers visiting Bonn, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.
Hotel Europa is a family-friendly hotel offering a flat screen TV, a minibar, and a desk in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
The hotel features a 24 hour front desk, express check-in and check-out, and baggage storage. For guests with a vehicle, there is paid private parking available on-site.
Nearby landmarks such as Munster Square (0.2 mi) and Beethoven Statue (0.2 mi) make Hotel Europa a great place to stay when visiting Bonn.
Bonn has plenty of Mediterranean restaurants. So when you’re here, be sure to check out popular spots like Da Sasa, Pizzeria Tuscolo, and der Weinkommissar, which are serving up some great dishes.
Plus, during your trip, don't forget to check out a castle, such as Godesburg.
Enjoy your stay in Bonn!
",https://www.tripadvisor.com/Hotel_Review-g187370-d236631-Reviews-Hotel_Europa-Bonn_North_Rhine_Westphalia.html?m=66827,50.73649,7.095903,103,4.5,3.5,3.5,4.0,3.5,4.0,2.0,"['Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Minibar', 'Breakfast Buffet', 'Public Wifi', 'Business center', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Allergy-free Room', 'Baggage Storage', 'Bath / Shower', 'Express Check-in / Check-out', 'Desk', 'English', 'Complimentary Toiletries', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Iron', 'Newspaper', 'Paid Private Parking On-site', 'Paid Public Parking Nearby', 'Telephone']",31
1106,"Mirbachstr. 2 a, 53173 Bonn, North Rhine-Westphalia Germany",Boutiquehotel Dreesen - Villa Godesberg,"In our hotel VILLA GODESBERG we combine modern atmosphere with traditional charm. During the renovation work, old and new elements have been harmoniously coordinated. The result combines attractive and modern functionality with the style and solidity of a bygone architecture. The hotel has 2 suites as well as 12 double and single rooms. This hotel size is ideal as it enables us to look after each guest individually. The rooms are equipped with modern bathrooms, colour TV (flat screen), direct-dial telephone, minibar, tea corner and safe. Wireless LAN for your Internet access is available in all rooms.",https://www.tripadvisor.com/Hotel_Review-g187370-d1207726-Reviews-Boutiquehotel_Dreesen_Villa_Godesberg-Bonn_North_Rhine_Westphalia.html?m=66827,50.68671,7.165544,103,5.0,4.5,4.5,4.5,4.5,5.0,2.0,"['Internet', 'Free Internet', 'Free parking', 'Wifi', 'Free Wifi', 'Meeting rooms', 'Non-smoking rooms', 'Multilingual Staff', 'Refrigerator in room', 'Minibar', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'English', 'German', 'Public Wifi', 'Breakfast included', 'Dry Cleaning', 'Laundry Service', 'Family Rooms', 'Electric vehicle charging station', 'Bicycle Rental', 'Bicycles Available', 'Hiking', 'Newspaper', 'Outdoor Furniture', 'Private Check-in / Check-out', 'Russian', 'Shared Lounge / TV Area', 'Street Parking']",6
1107,"In der Raste 5-7, 53129 Bonn, North Rhine-Westphalia Germany",BONNOX Boardinghouse & Hotel,,https://www.tripadvisor.com/Hotel_Review-g187370-d2569535-Reviews-BONNOX_Boardinghouse_Hotel-Bonn_North_Rhine_Westphalia.html?m=66827,50.707,7.124403,103,4.0,3.5,4.5,4.0,4.0,4.5,2.0,"['Internet', 'Free Internet', 'Free parking', 'Kitchenette', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Breakfast Buffet', 'Kids Activities', 'Wheelchair access', 'Pets Allowed', 'Fitness center', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Bath / Shower', 'Bottled Water', 'Coffee Shop', 'Coffee / Tea Maker', 'Desk', 'English', 'French', 'German', 'Hair Dryer', 'Kitchenware', 'Outdoor Furniture', 'Seating Area', 'Shoeshine', 'Soundproof Rooms', 'Special Diet Menus', 'Vending Machine', 'Wake Up Service / Alarm Clock']",6
1108,"Argelanderstr. 91, 53115 Bonn, North Rhine-Westphalia Germany",Am Roonplatz,"Everyone needs a place to lay their weary head. For travelers visiting Bonn, Am Roonplatz is an excellent choice for rest and rejuvenation. Well-known for its budget friendly environment and proximity to great restaurants and attractions, Am Roonplatz makes it easy to enjoy the best of Bonn.
Am Roonplatz is a budget friendly inn offering a flat screen TV and a desk in the rooms, and it is easy to stay connected during your stay as public wifi is offered to guests.
For those interested in checking out popular landmarks while visiting Bonn, Am Roonplatz is located a short distance from Poppelsdorf Palace (0.3 mi) and Kanzlerbungalow (0.6 mi).
If you’re looking for a wine bar, consider a visit to Deja Vu, Mademoiselle, or K/84, which are all conveniently located a short distance from Am Roonplatz.
Plus, during your trip, don't forget to check out a history museum, such as German National Museum of Contemporary History.
Am Roonplatz is sure to make your visit to Bonn one worth remembering.
",https://www.tripadvisor.com/Hotel_Review-g187370-d1138644-Reviews-Am_Roonplatz-Bonn_North_Rhine_Westphalia.html?m=66827,50.72423,7.09926,103,3.5,3.0,2.5,2.5,2.0,3.0,2.0,"['Internet', 'Kitchenette', 'Wifi', 'Public Wifi', 'Paid Wifi', 'Paid Internet', 'Non-smoking rooms', 'Non-smoking hotel', 'Flatscreen TV', 'Arabic', 'Bath / Shower', 'Desk', 'English', 'French', 'German', 'Hair Dryer', 'Iron', 'Spanish', 'Telephone', 'Turkish', 'Wake Up Service / Alarm Clock']",31
1109,"Graurheindorfer Str. 149, 53117 Bonn, North Rhine-Westphalia Germany",CJD Bonn,"If you’re looking for a budget friendly guest house in Bonn, look no further than CJD Bonn.
Nearby landmarks such as Kanzlerbungalow (1.5 mi) and Poppelsdorf Palace (1.7 mi) make CJD Bonn a great place to stay when visiting Bonn.
As your “home away from home,” the guest house rooms offer a flat screen TV and a desk, and getting online is easy, with free wifi available.
Guests have access to newspaper and baggage storage while staying at CJD Bonn. In addition, CJD Bonn offers an on-site restaurant, which will help make your Bonn trip additionally gratifying. And, as an added convenience, there is free parking available to guests.
While you’re here, be sure to check out some of the seafood restaurants, including Sa Finca, Ocean Paradise, and Osaka, all of which are a short distance from CJD Bonn.
If you’re looking for something to do, Beethoven House (1.0 mi), Cherry Blossom (0.8 mi), and Bonner Münster (1.2 mi) are a nice way to spend some time, and they are all within walking distance of CJD Bonn.
The staff at CJD Bonn looks forward to serving you during your upcoming visit.
",https://www.tripadvisor.com/Hotel_Review-g187370-d1090388-Reviews-CJD_Bonn-Bonn_North_Rhine_Westphalia.html?m=66827,50.75,7.0915,103,4.0,3.5,3.5,4.0,4.0,4.5,1.0,"['Internet', 'Free Wifi', 'Non-smoking rooms', 'Housekeeping', 'Free Internet', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Meeting rooms', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Baggage Storage', 'Bath / Shower', 'Desk', 'English', 'French', 'German', 'Newspaper', 'Russian', 'Vending Machine']",6
1110,"Koenigswinterer Str. 613, 53227 Oberkassel, North Rhine-Westphalia Germany",Pension Oberkasseler Hof,,https://www.tripadvisor.com/Hotel_Review-g3513817-d3410719-Reviews-Pension_Oberkasseler_Hof-Oberkassel_North_Rhine_Westphalia.html?m=66827,50.71564,7.16249,103,4.5,4.0,4.5,4.0,4.0,4.5,1.0,"['Internet', 'Free Internet', 'Free Wifi', 'Flatscreen TV', 'Bath / Shower', 'Coffee / Tea Maker', 'Desk', 'Complimentary Toiletries', 'Hair Dryer']",6
1112,"Wachtstrasse 27-29, 28195 Bremen, State of Bremen Germany",H+ Hotel Bremen,"The H+ Hotel Bremen is situated right in the centre on the historical market square with direct access to the famous Böttcherstraße and was completely renovated in 2018. 131 modern rooms offer all the comforts you need for a pleasant stay. As well as a bed with mattress topper, guests in every room can look forward to a coffee and tea station, customisable air conditioning, a flatscreen TV, safe and a mini bar. Wi-Fi and Sky Sport are included. The bright bathrooms feature a shower, hair dryer and an illuminated cosmetic mirror. Breakfast is offered in a neighbouring restaurant. Those who would like to explore Bremen and the surrounding area by bike can acquire rental bikes directly form the hotel. Just a stone's throw from the hotel, you will find the ""Schnoor"" old town quarter. Here you can experience what life was like in Bremen 100 years ago.",https://www.tripadvisor.com/Hotel_Review-g187325-d200604-Reviews-H_Hotel_Bremen-Bremen.html?m=66827,53.07495,8.806512,107,5.0,4.5,4.5,4.5,4.5,4.5,2.0,"['Pets Allowed', 'Wheelchair access', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Public Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Laundry Service', 'Air conditioning', 'Multilingual Staff', 'Minibar', 'Non-smoking hotel', 'Safe', 'Flatscreen TV', 'Breakfast Buffet', 'Housekeeping', 'Allergy-free Room', 'Baggage Storage', 'Bath / Shower', 'Bottled Water', 'Coffee / Tea Maker', 'English', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Soundproof Rooms', 'Telephone', 'Breakfast Available', 'Breakfast in the Room', 'Ironing Service', 'Private Bathrooms', 'Paid Public Parking Nearby', 'Russian', 'Sofa', 'Spanish', 'Vending Machine', 'Wake Up Service / Alarm Clock', 'Walk-in Shower', 'Wardrobe / Closet']",0
1113,"Ludwig-Roselius-Allee 2, 28329 Bremen, State of Bremen Germany",ATLANTIC Hotel Galopprennbahn,"All systems green! A rural setting and the fascinating backdrop of Bremen’s Galopprennbahn racecourse, plus green accents in a modern and sophisticated ambience – the ATLANTIC Hotel an der Galopprennbahn has it all. Plus: green light for your conferences and functions. We offer business travellers, tourists, first-class comfort at a fair price. Come and enjoy a very special kind of hotel experience!Contemporary, no-barriers interior design is the defining feature of our 121 differently sized rooms.",https://www.tripadvisor.com/Hotel_Review-g187325-d574790-Reviews-ATLANTIC_Hotel_Galopprennbahn-Bremen.html?m=66827,53.07269,8.889669,107,4.0,4.0,4.0,4.0,4.0,4.5,2.0,"['Restaurant', 'Free parking', 'Room service', 'Bar/Lounge', 'Internet', 'Free Internet', 'Wifi', 'Free Wifi', 'Dry Cleaning', 'Meeting rooms', 'Non-smoking rooms', 'Air conditioning', 'Accessible rooms', 'Conference Facilities', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Housekeeping', 'Suites', 'Wheelchair access', 'Pets Allowed', 'Spa', 'Business center', 'Laundry Service', 'Banquet Room', 'Family Rooms', 'Multilingual Staff', 'Minibar', 'Safe', 'Breakfast Available', 'Facilities for Disabled Guests', 'Sauna', 'Electric vehicle charging station', 'Allergy-free Room', 'Baggage Storage', 'Bath / Shower', 'Bicycle Rental', 'Blackout Curtains', 'Breakfast in the Room', 'Car Hire', '24-Hour Check-in', 'Express Check-in / Check-out', ""Children's Playground"", 'Coffee / Tea Maker', 'Currency Exchange', 'Desk', 'Electric Kettle', 'English', 'Fitness / Spa Locker Rooms', 'Complimentary Toiletries', '24-Hour Front Desk', 'German', 'Hair Dryer', 'Highchairs Available', 'Newspaper', 'Outdoor Dining Area', 'Private Bathrooms', 'Shoeshine', 'Special Diet Menus', 'Telephone', 'Umbrella', 'Wake Up Service / Alarm Clock', 'Wardrobe / Closet']",0
1114,"Reeperbahn 1, 27283 Verden (Aller), Lower Saxony Germany",Tholes Am Allerpark Verden,"See why so many travelers make Tholes Stadt-gut-Hotel Verden their hotel of choice when visiting Verden (Aller). Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.
You’ll enjoy relaxing rooms that offer a seating area and a desk, and you can stay connected during your stay as Tholes Stadt-gut-Hotel Verden offers guests free wifi.
For guests with a vehicle, free parking is available.
Travelers looking for Mediterranean restaurants can head to Ristorante Pizzeria Davide or Portofino.
If you’re looking for things to do, you can check out Dom zu Verden (0.2 mi), Nienburger Kulturwerk e.V. (0.5 mi), or Rathaus - Verden (0.5 mi), which are popular attractions amongst tourists, and they are all within walking distance.
At Tholes Stadt-gut-Hotel Verden, your comfort and satisfaction come first, and they look forward to welcoming you to Verden (Aller).
",https://www.tripadvisor.com/Hotel_Review-g198504-d2471095-Reviews-Tholes_Am_Allerpark_Verden-Verden_Aller_Lower_Saxony.html?m=66827,52.920437,9.227173,107,4.5,4.5,4.5,4.5,4.5,4.5,2.0,"['Internet', 'Free Internet', 'Free parking', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Accessible rooms', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Wheelchair access', 'Pets Allowed', 'Public Wifi', 'Housekeeping', 'Allergy-free Room', 'Bath / Shower', 'Blackout Curtains', 'Bottled Water', 'Cable / Satellite TV', 'Desk', 'English', 'German', 'Hair Dryer', 'Seating Area', 'Soundproof Rooms', 'Telephone', 'Wake Up Service / Alarm Clock', 'Wardrobe / Closet']",0
1116,"Steinbecker Str. 111, 21244 Buchholz in der Nordheide, Lower Saxony Germany",Flair Hotel Zur Eiche,"Moin in unserem Nordheidequartier. Wir sind Christine und Jan Philip und wir begrüßen Euch herzlichst hier bei uns im Flair Hotel Zur Eiche in Buchholz. Wir führen unser Landhotel und das Restaurant Henry´s zusammen in der fünften Generation als Geschwister – Familienbande und legen viel Wert auf eine entspannte und herzliche Atmosphäre. Euer Nordheide-Quartier liegt direkt am Ende der ersten Etappe des Heidschnuckenweges und ist somit der beste Ort für eine Rast oder für eine gemütliche Übernachtung auf der Wanderung. Für Geschäftsreisende ist unser Wohlfühl-Hotel mit der Nähe zu Hamburg eine gute Möglichkeit, den Arbeitstag entspannt und genussvoll bei uns im Restaurant Henry’s mit regionalen und nachhaltigen Köstlichkeiten ausklingen zu lassen. Lat susen din Sinn´, hier kehrt wi in! (das war Plattdeutsch) Christine Buchholz und Jan Philip Stöver",https://www.tripadvisor.com/Hotel_Review-g777767-d260730-Reviews-Flair_Hotel_Zur_Eiche-Buchholz_in_der_Nordheide_Lower_Saxony.html?m=66827,53.34279,9.850296,107,3.5,3.5,3.0,3.5,3.0,3.5,2.0,"['Internet', 'Wheelchair access', 'Restaurant', 'Wifi', 'Free Wifi', 'Non-smoking rooms', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Free Internet', 'Free parking', 'Bar/Lounge', 'Pets Allowed', 'Public Wifi', 'Meeting rooms', 'Golf course', 'Tennis Court', 'Business center', 'Laundry Service', 'Accessible rooms', 'Non-smoking hotel', 'Flatscreen TV', 'Breakfast Buffet', 'Breakfast Available', 'Housekeeping', 'ATM On Site', 'Baggage Storage', 'Bicycle Rental', 'Bicycle Tours', 'Bottled Water', 'Bowling', 'Bowling Off-site', 'Cable / Satellite TV', 'Canoeing', 'Canoeing Off-site', '24-Hour Check-in', 'Clothes Dryer', 'Clothes Rack', 'Complimentary Tea', 'Convenience Store', 'Desk', 'Electric Kettle', 'English', 'Fishing', 'Free Private Parking Nearby', 'German', 'Hair Dryer', 'Highchairs Available', 'Hiking', 'Horseback Riding', 'Ironing Service', ""Kids' Meals"", ""Kids' Outdoor Play Equipment"", 'Mini Golf', 'Newspaper', 'Outdoor Dining Area', 'Outdoor Furniture', 'Private Bathrooms', 'Private Check-in / Check-out', 'Radio', 'Seating Area', 'Special Diet Menus', 'Squash', 'Sun Terrace', 'Telephone', 'Tennis Court Off-site', 'Umbrella', 'Wake Up Service / Alarm Clock', 'Walking Tours', 'Wardrobe / Closet', 'Wine / Champagne']",0
